0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191
0.41855386,0.48207954,0.46718377,0.38524446,0.35623577,0.43121517,0.42726752,0.3652128,0.3981714,0.35682228,0.47937667,0.4251825,0.5619375,0.35239738,0.49557495,0.35072538,0.3939205,0.48181066,0.33569404,0.3347379,0.44895124,0.31853238,0.5593898,0.3163794,0.5759469,0.44250482,0.4268688,0.6206216,0.35010314,0.6443037,0.45146564,0.45385203,0.5636579,0.35817042,0.30024308,0.42086896,0.29418468,0.3860785,0.294057,0.29752633,0.4691903,0.5153769,0.39049482,0.25818133,0.49476656,0.40439352,0.3823097,0.33491567,0.47276884,0.4085505,0.45300597,0.49832597,0.52644634,0.37145296,0.37164366,0.48377687,0.45049632,0.22120954,0.6755142,0.4336213,0.46749392,0.4476622,0.5470567,0.41398925,0.40245846,0.49340376,0.41568115,0.45331773,0.38112414,0.30478746,0.5852983,0.53902197,0.42234328,0.48685578,0.3376072,0.42852098,0.6649499,0.47979143,0.45092413,0.36843368,0.58351934,0.47389323,0.4443482,0.3797265,0.5544752,0.640061,0.5167389,0.44069105,0.4693776,0.48254207,0.4992185,0.12073609,0.4714041,0.5648772,0.45774305,0.46902674,0.40338102,0.43275648,0.2390791,0.4722976,0.45810485,0.47082946,0.45982182,0.46899104,0.5035397,0.50234413,0.3859363,0.5442411,0.28060347,0.3409886,0.3179683,0.3343548,0.569538,0.4687644,0.4222483,0.57049286,0.41632178,0.3326512,0.36700904,0.47068888,0.59974873,0.3241003,0.46118778,0.2546398,0.51485646,0.44189188,0.33306405,0.32497895,0.46177024,0.40842122,0.3314701,0.4206396,0.4199399,0.3349842,0.37850106,0.55233526,0.5136065,0.24039657,0.5955608,0.417801,0.42598552,0.4318905,0.35971457,0.23008479,0.32043517,0.41447368,0.35078526,0.48969054,0.4561887,0.3044993,0.30408505,0.4524564,0.35278946,0.5057955,0.32827508,0.37410057,0.31847292,0.3699156,0.42470297,0.6739807,0.46274924,0.39754874,0.4606934,0.41695243,0.49282777,0.32378912,0.45709902,0.3096577,0.29242426,0.33142707,0.35732725,0.51451665,0.31095558,0.5020287,0.44249198,0.51088655,0.4468298,0.30311546,0.33296517,0.618489,0.54012364,0.55589974,0.5140815,0.2708016,0.36541113,0.39924353,0.2662112,0.29161438,0.418124,0.4942909,0.29390156,0.53259486
0.40067986,0.52272815,0.44334728,0.36160615,0.36690482,0.40817755,0.38716424,0.37830743,0.408522,0.31353447,0.41326404,0.428616,0.5412178,0.33538488,0.49109298,0.31900012,0.39114842,0.4735618,0.3988106,0.26795626,0.51598465,0.28832307,0.5541319,0.2428428,0.5940754,0.39806446,0.4405043,0.5675466,0.2664376,0.7051878,0.43673408,0.44340143,0.60945165,0.37268788,0.3431153,0.4258983,0.3290894,0.3942027,0.24820545,0.26514956,0.58289605,0.51741314,0.4201716,0.23264521,0.5504194,0.36221865,0.33697894,0.31887385,0.5064342,0.45018286,0.4954393,0.51437294,0.51488084,0.30014074,0.27724418,0.44657198,0.42707536,0.19121094,0.6558877,0.439819,0.5335685,0.49899194,0.54094976,0.3937561,0.3744566,0.454047,0.39664024,0.44617587,0.391895,0.27659792,0.6256968,0.4936426,0.43854406,0.47462723,0.36608452,0.42077133,0.5996282,0.5380347,0.50541395,0.37237388,0.58986497,0.39267135,0.44819754,0.38116232,0.53155684,0.6461773,0.5396697,0.5268873,0.4493602,0.49733678,0.598742,0.12644409,0.47540417,0.51995707,0.44169095,0.52049214,0.42262265,0.37933782,0.3070296,0.48111868,0.46903858,0.4927664,0.45106894,0.45655322,0.46403345,0.53602827,0.33656836,0.49945453,0.31141102,0.2903585,0.28527388,0.32025513,0.538285,0.4743368,0.3806797,0.6104315,0.35962316,0.2827891,0.3631092,0.47007093,0.59308827,0.282189,0.43968236,0.2590319,0.5310783,0.43132678,0.27638912,0.2598984,0.44654715,0.40570372,0.29321888,0.4000957,0.3794246,0.21851203,0.33958393,0.5767635,0.48630536,0.17634752,0.5155868,0.3119853,0.3773897,0.33004257,0.34885716,0.25229046,0.25368005,0.29764163,0.34644473,0.48692152,0.51419795,0.21945672,0.25363785,0.34975162,0.29287615,0.45317006,0.3156527,0.44749674,0.25802115,0.33933875,0.462004,0.70912206,0.45003024,0.40039027,0.40913242,0.2959826,0.5547111,0.24255244,0.46905452,0.31637537,0.21163501,0.3190891,0.38077867,0.5455079,0.28563675,0.44374576,0.48831296,0.5250658,0.4611795,0.3420069,0.30291325,0.53112257,0.47573522,0.49292758,0.52811885,0.2551708,0.35188037,0.43800324,0.25270307,0.20072173,0.41512865,0.47243,0.29197353,0.510646
0.4435544,0.48963475,0.49452317,0.3873549,0.34977823,0.46753418,0.40579733,0.37953293,0.40771297,0.37207863,0.46438977,0.43701658,0.55833817,0.3683664,0.4675288,0.37384698,0.4070364,0.4734506,0.3585035,0.35826838,0.42789328,0.29129368,0.5711349,0.30587927,0.5720037,0.4390913,0.43145546,0.61203396,0.37107053,0.6018212,0.48163095,0.43634757,0.55934477,0.3377948,0.29719526,0.46815452,0.32051507,0.38987008,0.31477684,0.29025033,0.4334211,0.5169626,0.41448954,0.27323353,0.5045748,0.39277303,0.41509643,0.3612482,0.4699938,0.39551544,0.46290085,0.4845368,0.54241234,0.36162898,0.41324914,0.532145,0.4775915,0.24512492,0.6865282,0.4735465,0.46941793,0.4366726,0.5545958,0.38739204,0.40905356,0.44734436,0.42912233,0.45579013,0.4354608,0.3189478,0.5617591,0.55699134,0.44434723,0.45612714,0.3283234,0.44464535,0.65608484,0.4576269,0.43476385,0.36498064,0.58510023,0.47690365,0.4262588,0.38024026,0.5572463,0.6362566,0.5176971,0.453655,0.4847073,0.4754627,0.5188135,0.122502275,0.45070434,0.571664,0.48018122,0.44965878,0.4059861,0.45949924,0.23383383,0.46345043,0.4549883,0.4386909,0.45255247,0.47263008,0.5234972,0.4986315,0.39213306,0.5223517,0.25596926,0.37322757,0.3225842,0.33692455,0.5545025,0.46164054,0.43280494,0.5731014,0.45071447,0.33706614,0.35425588,0.49915054,0.5989438,0.32317862,0.42834687,0.25561187,0.50948054,0.43938985,0.35562068,0.34756905,0.49461174,0.4196975,0.33617136,0.46239674,0.42443913,0.37804294,0.3657353,0.5421287,0.5216836,0.2823048,0.56818974,0.41256884,0.38970798,0.43872583,0.39819556,0.2231444,0.347004,0.4663709,0.3408541,0.47285503,0.41997474,0.36561933,0.32539463,0.44122708,0.4067739,0.51732177,0.3434521,0.35474306,0.33545572,0.36023295,0.4350852,0.6461774,0.45963782,0.40570125,0.4731897,0.45093277,0.51272416,0.30956534,0.48344567,0.2932111,0.36497355,0.32452616,0.3735296,0.50805557,0.31762925,0.52893376,0.45494276,0.4584439,0.43230033,0.329694,0.36192238,0.65979475,0.5633347,0.5730801,0.4850723,0.26441076,0.35769638,0.40377706,0.32025424,0.3394436,0.38817075,0.4952647,0.2926478,0.5319517
0.47921857,0.47277617,0.32374853,0.37716082,0.35445416,0.38177302,0.49044734,0.32901362,0.44497842,0.33215263,0.502459,0.34198868,0.62048984,0.32488006,0.63109875,0.29704386,0.37635818,0.4558697,0.29202253,0.1803072,0.6118469,0.38922068,0.49719718,0.292811,0.60475826,0.37897232,0.40312594,0.66372836,0.43121377,0.75469875,0.39072874,0.53230226,0.5589001,0.44449332,0.30777693,0.33578262,0.21146095,0.40271518,0.2864804,0.32403722,0.5780755,0.5317947,0.4503061,0.23815288,0.43078074,0.502744,0.35623932,0.31175134,0.51928294,0.43825343,0.4855156,0.5259127,0.5160121,0.4805233,0.29649025,0.32701,0.42816457,0.16679323,0.728004,0.29367974,0.5177766,0.4927623,0.52417827,0.46479,0.36822852,0.52436,0.43847397,0.4448825,0.3039078,0.23501556,0.6646234,0.4570151,0.31829327,0.39067662,0.36611077,0.38474804,0.75455594,0.5120283,0.46166754,0.31253606,0.5179158,0.3667948,0.5470755,0.45842916,0.5079055,0.63718253,0.5119045,0.46692047,0.4263964,0.4706939,0.6053227,0.15344465,0.41653985,0.4197384,0.52685404,0.5375016,0.48541516,0.38557202,0.26262757,0.5733044,0.51191044,0.47105503,0.49805623,0.5282821,0.47244847,0.5373418,0.39273864,0.5285295,0.42033136,0.30275255,0.34535334,0.34255558,0.5485023,0.5054633,0.39589426,0.66124856,0.34837255,0.3025702,0.40004677,0.45923764,0.52553564,0.43519804,0.5120692,0.32750392,0.5884348,0.4790319,0.24914049,0.26536876,0.36048907,0.31180725,0.3548291,0.28131735,0.42467535,0.24536958,0.48211044,0.6201538,0.41636822,0.19825949,0.5902854,0.4415857,0.45844147,0.2653766,0.32693365,0.39178482,0.21016066,0.28955916,0.3781317,0.5356873,0.5305123,0.20336519,0.32859457,0.53229463,0.3021655,0.46008316,0.30133542,0.49080378,0.22045489,0.43449596,0.5449119,0.6119479,0.5702193,0.35271764,0.4253233,0.2665737,0.54007685,0.30081618,0.3250321,0.4534578,0.16456245,0.3801935,0.42710826,0.5603258,0.23839283,0.4493853,0.5262217,0.5976409,0.45792916,0.27495846,0.21831974,0.5266871,0.48166633,0.42315027,0.6664057,0.24921496,0.37826568,0.46681368,0.21613379,0.16692899,0.5151016,0.36751875,0.26826355,0.6299536
0.30534095,0.44800314,0.5411772,0.27648228,0.24068992,0.4340013,0.23395073,0.26449603,0.32184088,0.11835113,0.35617676,0.46742448,0.41660452,0.20228082,0.24730897,0.32706273,0.31414476,0.44841564,0.3232472,0.37169695,0.33767256,0.11163275,0.68532413,0.16151051,0.58454406,0.48835164,0.42254838,0.61815107,0.08949955,0.80032426,0.5443257,0.36944282,0.66339004,0.2137239,0.18463509,0.35478944,0.23918925,0.22274256,0.13287234,0.095808946,0.42296016,0.31366995,0.3496052,0.15841652,0.5247948,0.13156441,0.25558057,0.15361889,0.43789226,0.34642246,0.431378,0.5125624,0.6207213,0.26174325,0.41759852,0.58299845,0.41460133,0.15813926,0.69332695,0.589788,0.5238436,0.3212407,0.4104196,0.24579014,0.30768073,0.3098765,0.36650693,0.36825174,0.40792125,0.20795575,0.6253326,0.4962615,0.46103454,0.3918312,0.11914515,0.38320616,0.6148813,0.5093056,0.4075027,0.34296107,0.7736216,0.49942735,0.30203846,0.2496205,0.6297517,0.6656121,0.52748907,0.43525285,0.571383,0.49883527,0.5865121,0.014746899,0.4894439,0.65841043,0.38636655,0.38336313,0.20668991,0.4681759,0.1936285,0.33730474,0.34407267,0.34030113,0.46076998,0.3195907,0.5528417,0.5077764,0.24407421,0.48363134,0.12569723,0.23765855,0.14704633,0.087434664,0.62662745,0.40355405,0.45154974,0.7395067,0.462557,0.22466421,0.25205806,0.3398049,0.59526896,0.1412991,0.32467014,0.04512384,0.38017288,0.40238208,0.32893935,0.15395993,0.59307545,0.30500898,0.19171415,0.38798305,0.3625219,0.21428867,0.20008837,0.53868115,0.4447703,0.08052875,0.65842867,0.31161186,0.32642135,0.37611458,0.25615573,0.04485423,0.26019523,0.51829004,0.1582273,0.44715703,0.35912836,0.21700902,0.15170157,0.29838407,0.24677208,0.5115044,0.20884003,0.26592025,0.2950197,0.13435903,0.38151243,0.80758196,0.29642165,0.384514,0.34329164,0.57872593,0.50945604,0.14882019,0.5250238,0.092333175,0.17377125,0.12591007,0.2579065,0.44431728,0.22080366,0.4513239,0.34524903,0.48343748,0.36011544,0.27687573,0.28006056,0.79521096,0.6674738,0.5897287,0.29296142,0.16056271,0.29688808,0.40923697,0.1599517,0.1661113,0.2082896,0.53901887,0.17515853,0.56256557
0.35019797,0.42047787,0.5637743,0.34727415,0.23706134,0.49955964,0.3031873,0.29372132,0.34998915,0.1777995,0.37850106,0.4496546,0.4138237,0.21780722,0.25118536,0.3971195,0.34494698,0.5116981,0.3200754,0.4636982,0.31545693,0.1502293,0.664375,0.2958657,0.50975215,0.55390805,0.41202843,0.59978855,0.16877867,0.65575814,0.59469104,0.3550222,0.56872773,0.24756467,0.18467996,0.40053204,0.24407291,0.25112933,0.23676021,0.14629823,0.325903,0.32571518,0.40883693,0.24530609,0.452155,0.20624134,0.3067517,0.20116171,0.3909178,0.32513794,0.37129796,0.46510366,0.5887686,0.38381913,0.5426181,0.59720916,0.45059538,0.25520375,0.6637189,0.60556364,0.47050732,0.3107079,0.4392804,0.31106794,0.3901681,0.3656554,0.41617462,0.38198698,0.47038305,0.2823871,0.5161625,0.48759916,0.46885043,0.41616365,0.16093099,0.43051547,0.6310675,0.4523777,0.40675724,0.41191202,0.7250158,0.56600034,0.3211831,0.27684662,0.60986483,0.57887244,0.47056568,0.33808425,0.57574373,0.48149133,0.48991644,0.030586759,0.49596176,0.67029005,0.42493024,0.3353704,0.22104618,0.5323329,0.1857683,0.39312333,0.34177667,0.34107804,0.42370823,0.3294927,0.5988599,0.4840762,0.3281282,0.49863023,0.16018382,0.34206143,0.23453504,0.110211775,0.6120387,0.4188563,0.5017804,0.6688036,0.56692743,0.32556438,0.30423447,0.418052,0.569358,0.21256198,0.33811137,0.070008606,0.38602737,0.3885864,0.4455098,0.24155724,0.59142065,0.35733724,0.30413112,0.4779173,0.45609987,0.41910708,0.2802365,0.5089822,0.47625706,0.1725222,0.67455983,0.40773422,0.41965193,0.49469963,0.38132352,0.07244195,0.43347064,0.6511055,0.23858882,0.39968824,0.31400344,0.38362384,0.22518447,0.39352426,0.3590587,0.5635474,0.30901924,0.286875,0.44255024,0.19095252,0.37630838,0.7398348,0.3010209,0.42220154,0.45902961,0.7471528,0.46627328,0.23859845,0.5647744,0.11371139,0.34389815,0.18908349,0.27126235,0.38425055,0.30449098,0.5205184,0.3327208,0.488453,0.35975,0.34433866,0.37943742,0.8327272,0.68051106,0.617834,0.27635542,0.21179974,0.3629429,0.43188095,0.25123322,0.33259663,0.24900985,0.5231632,0.25219315,0.5610261
0.45330298,0.4755983,0.25935906,0.33828667,0.34564644,0.3802519,0.48328206,0.32339114,0.45179346,0.27454096,0.48189482,0.31158182,0.6209998,0.28076565,0.60110635,0.27154088,0.3466143,0.4424978,0.30102068,0.16444094,0.6083914,0.3483874,0.47104648,0.24652883,0.6610975,0.3680887,0.37094808,0.67481244,0.39549223,0.82479936,0.36067814,0.5723036,0.5711882,0.46087942,0.29109222,0.267266,0.1550311,0.34895444,0.25832257,0.29577026,0.65315044,0.47346976,0.44713768,0.22892676,0.39071313,0.48057726,0.32693034,0.2877477,0.51089144,0.46430433,0.44417,0.5025178,0.53311807,0.4844845,0.2512123,0.28378472,0.37316695,0.15137322,0.7494676,0.27381414,0.5547886,0.49342856,0.49415165,0.4687169,0.32177493,0.5132222,0.41242573,0.45417628,0.25390184,0.18809271,0.6880073,0.41727823,0.278083,0.36585805,0.3528547,0.3309301,0.78087544,0.51991135,0.46691284,0.31090575,0.51095164,0.3385931,0.5631454,0.46030593,0.5040998,0.62946796,0.5071362,0.44054595,0.42797694,0.49976006,0.63858116,0.12100136,0.42520115,0.40151596,0.530351,0.55299175,0.46767005,0.3648269,0.29137832,0.578511,0.52380204,0.46413517,0.5141454,0.531997,0.4652979,0.5593918,0.36683506,0.5245764,0.46405432,0.24088655,0.2943199,0.27255845,0.5673549,0.52740544,0.3622549,0.70732284,0.33110726,0.2747301,0.37314036,0.42242283,0.5085588,0.41969055,0.50185335,0.31986606,0.6145848,0.5018853,0.23647195,0.23163807,0.35114637,0.27719223,0.30508056,0.24440415,0.37556314,0.19676912,0.48518753,0.6531471,0.3708397,0.14300144,0.6213268,0.41753632,0.44470102,0.2071056,0.27404124,0.3624572,0.15699267,0.23401487,0.36717382,0.54139656,0.5443791,0.15101337,0.30644363,0.5370982,0.26777714,0.4432582,0.25693232,0.53768814,0.16332147,0.38904595,0.5977664,0.6447509,0.571447,0.34189534,0.4154597,0.20832318,0.5404056,0.25430855,0.23685844,0.48984885,0.110510424,0.36878073,0.44172916,0.60358715,0.2256731,0.45428905,0.57682663,0.61669016,0.41003716,0.26005176,0.19115189,0.5045971,0.50259167,0.36451486,0.68039644,0.23273288,0.33660105,0.45854807,0.18170865,0.12503153,0.52806234,0.36241132,0.23398657,0.68153226
0.08622565,0.21587436,0.8341961,0.13248672,0.04119206,0.53442967,0.09395254,0.07188513,0.14265767,0.0038833679,0.19763248,0.3882736,0.14737774,0.02803623,0.027806167,0.34006053,0.15492919,0.5585098,0.10354617,0.7165817,0.07620089,0.0030376273,0.9260594,0.09419882,0.59066415,0.74765337,0.32971114,0.721861,0.0076847416,0.78204733,0.83111584,0.14507961,0.6852442,0.053711362,0.015623433,0.22433227,0.06135399,0.040926788,0.030571923,0.005016086,0.09776678,0.057551764,0.3204657,0.1019236,0.36956772,0.009700507,0.076351255,0.007536737,0.22708519,0.10192604,0.32096937,0.3904977,0.628071,0.30182898,0.84334683,0.9124738,0.51331294,0.11249794,0.8143179,0.8961736,0.47320083,0.06514131,0.19707693,0.07525884,0.3612125,0.1788646,0.32313207,0.19638456,0.38064966,0.13489959,0.55146974,0.46063176,0.5719878,0.26828232,0.004518085,0.44465306,0.81862026,0.29227626,0.15155503,0.42102352,0.96366197,0.8448136,0.114533275,0.045249403,0.82473844,0.73418254,0.41068608,0.13150287,0.8740257,0.54617614,0.33910543,3.194971e-05,0.6169915,0.9131306,0.17373239,0.075472794,0.013264053,0.84248304,0.035912838,0.14931828,0.06539091,0.091512226,0.4847526,0.055022106,0.82004255,0.4222614,0.15926453,0.57412314,0.0109554585,0.15742849,0.036795337,0.0010195985,0.8035141,0.33760658,0.66306156,0.91398793,0.83054525,0.18638602,0.13193958,0.16695246,0.5674092,0.01664468,0.13551834,0.00031408115,0.089543276,0.18487903,0.4551064,0.0212921,0.8566079,0.1616108,0.094872154,0.36626443,0.46411517,0.45826197,0.062228914,0.28285816,0.35361233,0.014622924,0.94042015,0.330679,0.36961567,0.5479362,0.20331736,0.00017348026,0.41725394,0.96343374,0.039761335,0.24252892,0.0560902,0.46402794,0.038501345,0.29310507,0.19027515,0.7700431,0.14210825,0.05461784,0.62752986,0.006874977,0.16443051,0.93060344,0.05572212,0.37282985,0.3721758,0.99506813,0.21591592,0.059016466,0.7218582,0.0018966503,0.16341436,0.0070057977,0.042335123,0.096535824,0.1495926,0.463123,0.08457064,0.56216043,0.112061225,0.2029092,0.38698465,0.99522954,0.96160734,0.85236955,0.036448054,0.048222728,0.30423683,0.40290052,0.047564957,0.17631482,0.016873626,0.6730387,0.060757466,0.5848383
0.36999646,0.45222577,0.5632424,0.33311278,0.26041257,0.46326497,0.31947368,0.30197093,0.34056753,0.19065297,0.40147725,0.427404,0.4768099,0.2547112,0.32438928,0.36117953,0.36655688,0.50452197,0.2942942,0.4146709,0.34107858,0.14873561,0.65122867,0.25186327,0.5821182,0.49815774,0.41380373,0.61920786,0.21696481,0.62588716,0.53498316,0.3718547,0.5745021,0.26476043,0.20839441,0.42562535,0.2551967,0.30018026,0.23676917,0.1722596,0.36325616,0.41027364,0.42536417,0.23864684,0.4915927,0.24525937,0.33436605,0.23368753,0.4143791,0.32117796,0.45055038,0.4726938,0.5572797,0.34905478,0.484244,0.60714424,0.4982281,0.22210611,0.69569254,0.56214094,0.4735683,0.34766778,0.48206705,0.3142629,0.4251334,0.38537213,0.39962354,0.4113139,0.42991358,0.29017752,0.5601888,0.546018,0.49127305,0.4273348,0.18782108,0.44863212,0.6857368,0.42409623,0.38270417,0.37973776,0.70077854,0.5327425,0.36572835,0.2617693,0.606338,0.64011204,0.5024842,0.3921305,0.56720823,0.49396965,0.49665624,0.034615617,0.47244623,0.6378287,0.42404175,0.379071,0.2630908,0.5456368,0.18874295,0.4149962,0.34106037,0.3427,0.45019856,0.36404127,0.5808978,0.49356017,0.34917367,0.5303608,0.17002492,0.33970112,0.24967226,0.16231552,0.59432733,0.46389934,0.48401242,0.6619847,0.5218522,0.3191352,0.31016064,0.44894916,0.5894736,0.22378893,0.36073253,0.09517211,0.40186417,0.382006,0.35756305,0.23030953,0.57108605,0.37175247,0.29910287,0.4413253,0.42679337,0.3828907,0.27485818,0.47602648,0.48959994,0.19529249,0.66054034,0.3835881,0.38160896,0.43686727,0.37114832,0.08280687,0.38329512,0.6002193,0.26134485,0.41451567,0.32009694,0.3695538,0.24658288,0.40551165,0.36099285,0.57091177,0.32371548,0.27804506,0.39633805,0.2140521,0.3860355,0.718228,0.36133143,0.39746097,0.4609496,0.6893439,0.46180072,0.23851994,0.5486647,0.1473469,0.32069716,0.20126823,0.29667413,0.4133791,0.28732398,0.5201498,0.36805236,0.4701733,0.36453825,0.3142962,0.3795688,0.8076052,0.6786395,0.6230378,0.3570253,0.20942774,0.35261673,0.42434505,0.26498893,0.3062602,0.25184327,0.53683096,0.24716824,0.519892
0.3004364,0.4054837,0.6295675,0.28851306,0.18535614,0.5024227,0.25055656,0.22387056,0.2831849,0.090447694,0.36692336,0.42234996,0.37955484,0.17033994,0.19528493,0.34768093,0.32029533,0.52059746,0.23117581,0.50775445,0.24001856,0.068594694,0.72886,0.22499712,0.5905654,0.57425904,0.3741421,0.6462867,0.13311757,0.6335784,0.6412426,0.30710334,0.57548577,0.17887938,0.12378272,0.3832948,0.19522628,0.19921605,0.16955918,0.08412062,0.23987651,0.29819918,0.41014344,0.20504087,0.443378,0.13271019,0.27873388,0.12582986,0.36598295,0.22252087,0.40328676,0.43919837,0.5984528,0.3649324,0.62966603,0.7204256,0.5018562,0.2210681,0.7451967,0.668296,0.45965883,0.2351879,0.4132108,0.2507275,0.4281378,0.33607695,0.39816332,0.36356634,0.4433772,0.26707128,0.5398295,0.55778086,0.5315947,0.379362,0.08209695,0.4461557,0.7416328,0.36778104,0.30574977,0.36153406,0.79222274,0.6411372,0.28761986,0.18766372,0.68895626,0.660201,0.45413253,0.29867333,0.6767621,0.50073195,0.44220197,0.0077660275,0.4962881,0.7277335,0.372756,0.24772774,0.15024334,0.64296746,0.1158718,0.34382835,0.2483583,0.24553788,0.45933345,0.27416286,0.6725582,0.4685237,0.3136195,0.53668165,0.09075665,0.30942547,0.17733546,0.058729406,0.6516367,0.40684664,0.53771776,0.72405434,0.63628924,0.30456728,0.25636232,0.3806266,0.58625555,0.14291437,0.28301775,0.029059878,0.3016451,0.33768848,0.4121358,0.16750744,0.6522193,0.30777356,0.26605147,0.42830923,0.44784403,0.45636943,0.20988552,0.4074377,0.46532014,0.14670369,0.76972604,0.4083624,0.40063933,0.48899457,0.34556183,0.02276251,0.4234319,0.78306866,0.18065134,0.36686167,0.20337637,0.4541742,0.19583075,0.4219096,0.35589686,0.6250406,0.29081947,0.18089892,0.46087638,0.11174309,0.32509115,0.7692531,0.2642166,0.39395347,0.4609184,0.881448,0.40062708,0.20112672,0.58689916,0.0627622,0.3329163,0.10939521,0.22180714,0.30937672,0.26568967,0.5311085,0.27819234,0.46147296,0.28179264,0.28927973,0.40074784,0.92878854,0.81492335,0.69500285,0.2280185,0.15601209,0.35617745,0.42356375,0.22052498,0.31487122,0.1457128,0.5856885,0.18462567,0.53050625
